title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Vitaparcours Saas-Fee'],['medium'],['Running'],2.59km,00:30h,73hm,"1,827 - 1,899m",rating-2,rating-3,862984
['Wallis Velo Tour: Oberwald - Brig (Etappe 4)'],['difficult'],['Cycling'],45.45km,03:00h,382hm,"669 - 1,396m",rating-5,rating-2,82709
['EasyTour'],[],['Cycling'],25km,01:00h,624hm,"1,340 - 1,555m",rating-2,rating-2,2560
['Täschalp - Fluhalp (Pfulwe)'],['difficult'],['Hiking'],9.65km,04:55h,979hm,"2,190 - 3,158m",rating-5,rating-5,50542
['Cry d’Er-Crans-Montana Weg'],['easy'],['Winter hiking'],7.33km,02:00h,1hm,"1,501 - 2,252m",rating-2,rating-2,159608
['Rundweg Natischerberg'],['medium'],['Hiking'],12.33km,05:00h,831hm,"672 - 1,422m",rating-3,rating-3,201805
['Albinen - Guttet - Feschel'],['medium'],['Winter hiking'],8.48km,02:28h,325hm,"1,320 - 1,551m",rating-3,rating-4,908549
['Wege der Gletscherausblicke Schwarzberggletscher'],['medium'],['Hiking'],3.32km,02:00h,490hm,"2,198 - 2,693m",rating-3,rating-2,130861
['Von Saillon zur Hängebrücke von Farinet'],['easy'],['Hiking'],7.88km,02:30h,559hm,465 - 844m,rating-1,rating-1,586359
['Grimsel - Bike'],['difficult'],['Mountainbike'],10.3km,01:30h,44hm,"1,353 - 2,206m",rating-5,rating-3,164022
['Zwischbergenpass: Gondo - Zwischbergenpass - Saas-Almagell'],['difficult'],['Hiking'],27.51km,10:00h,"2,478hm","838 - 3,268m",rating-3,rating-6,132594
['Bahnweg Täsch - Zermatt'],['easy'],['Hiking'],6.05km,01:55h,198hm,"1,438 - 1,632m",rating-2,rating-2,50218
['Winter Adventure Trail'],['medium'],['Winter hiking'],4.59km,02:00h,250hm,"1,910 - 2,110m",rating-3,rating-2,46988
['Bisse de Tsittoret'],['medium'],['Hiking'],10.71km,03:19h,365hm,"1,638 - 2,002m",rating-2,rating-3,220165
['Riffelalp - Winkelmatten'],['medium'],['Winter hiking'],3.81km,01:45h,17hm,"1,664 - 2,215m",rating-3,rating-3,50805
['Biketour Galmihornhütte'],['medium'],['Mountainbike'],23.67km,03:31h,"1,097hm","1,312 - 2,395m",rating-1,rating-3,85375
['Rundweg Trützisee'],['difficult'],['Hiking'],19.86km,07:10h,"1,367hm","1,340 - 2,579m",rating-2,rating-5,164002
['Wallis Velo Tour: Veysonnaz - Verbier (Etappe 7)'],['difficult'],['Cycling'],82.76km,05:00h,"2,319hm","459 - 1,491m",rating-3,rating-5,82705
['Chrizbodu - Heimischgarte - Saas-Grund'],['medium'],['Hiking'],9.73km,03:15h,71hm,"1,553 - 2,471m",rating-3,rating-3,595621
['Von der Belalp zur Oberaletschhütte'],['difficult'],['Hiking'],10.03km,04:05h,824hm,"1,969 - 2,693m",rating-5,rating-5,201804
['Lötschberger Südrampe'],['easy'],['Hiking'],10.38km,03:30h,460hm,672 - 900m,rating-2,rating-2,183337
['Winterwanderung Simplonpass'],['medium'],['Winter hiking'],3.21km,01:30h,19hm,"1,843 - 1,992m",rating-2,rating-3,168797
['Via Ferrata in der Mauvoisin-Schlucht'],['medium'],['Via ferrata'],1.64km,01:30h,200hm,"1,695 - 1,845m",rating-,rating-3,91495
['Wanderung vom Fieschertal via Fiesch nach Ernen'],['easy'],['Hiking'],5.25km,01:45h,194hm,"1,007 - 1,196m",rating-1,rating-2,120661
['Torgon – Täler & Musts'],['medium'],['Cycling'],12.9km,01:25h,772hm,"394 - 1,142m",rating-4,rating-4,1000698
['Nordic Walking Rundweg Waldpromenade – Bettmeralp'],['easy'],['Nordic Walking'],3.16km,50:00h,95hm,"1,954 - 2,047m",rating-1,rating-1,120765
['Grimentz - Mottec n°4'],['easy'],['Snowshoe'],5.55km,02:12h,127hm,"1,512 - 1,599m",rating-,rating-1,289404
['Top - Flyer Route / Flyer Tour'],['easy'],['Cycling'],18.7km,02:00h,527hm,"1,356 - 1,786m",rating-2,rating-2,2548
['Col de Champoussin – Wallis Velo Tour'],['medium'],['Cycling'],8.83km,01:10h,553hm,"1,033 - 1,587m",rating-4,rating-4,1000694
"[""Val d'Hérens - Täler & Musts""]",['difficult'],['Cycling'],27.54km,02:50h,"1,296hm","513 - 1,451m",rating-3,rating-5,112361
['Champéry - Rumières - Sur Cou'],[],['Hiking'],7.64km,02:40h,463hm,"1,026 - 1,487m",rating-,rating-0,946939
['Sentier de Salanfe'],['difficult'],['Hiking'],13.04km,06:00h,623hm,"1,396 - 1,983m",rating-6,rating-3,178477
['Riffelberg-Trail (F3)'],['easy'],['Mountainbike'],7.2km,00:15h,4hm,"1,841 - 2,582m",rating-2,rating-2,1049481
['Dorfweg Randa'],['easy'],['Winter hiking'],4.67km,01:30h,172hm,"1,406 - 1,577m",rating-2,rating-2,50297
['Laucherntrail'],['easy'],['Snowshoe'],2.2km,01:00h,145hm,"1,970 - 2,130m",rating-1,rating-1,23467
['Hannig Trail'],['medium'],['Trailrunning'],8.94km,02:00h,417hm,"1,824 - 2,756m",rating-4,rating-4,758867
['Lac de Soi'],[],['Hiking'],12.42km,06:00h,"1,042hm","1,205 - 2,247m",rating-,rating-0,946934
['Flower Trail'],['medium'],['Thematic route'],4.59km,01:20h,76hm,"2,215 - 2,578m",rating-2,rating-3,50253
['Saas-Balen - Heimischgarte'],['easy'],['Hiking'],4.36km,02:30h,621hm,"1,486 - 2,112m",rating-2,rating-2,130905
['Salgesch-Leukerbad – Wallis Velo Tour'],['medium'],['Cycling'],15.9km,01:20h,799hm,"582 - 1,380m",rating-4,rating-4,552505
['Winterwanderweg Britanniahütte'],['easy'],['Winter hiking'],3.02km,01:15h,201hm,"2,862 - 3,030m",rating-2,rating-2,130890
['Über die Felsen'],['easy'],['Trailrunning'],10.51km,02:02h,426hm,"1,342 - 1,729m",rating-1,rating-2,613209
['Ferden - Faldumalp'],['medium'],['Hiking'],3.58km,01:45h,680hm,"1,380 - 2,025m",rating-2,rating-4,14289
['Wanderung nach Saint-Luc oder Chandolin'],[],['Hiking'],7.92km,02:19h,112hm,"1,978 - 2,351m",rating-,rating-0,354686
['Schwarzsee-Stafel (Nr. 123)'],['medium'],['Winter hiking'],3.26km,01:00h,-,"2,200 - 2,583m",rating-3,rating-3,167913
['Auf dem Ritzweg und der Chastenbielstraße'],['medium'],['Mountainbike'],25.95km,03:15h,629hm,"990 - 1,484m",rating-3,rating-4,120783
['ViaStockalper - Stockalperweg (Brig - Simplonpass)'],['difficult'],['Hiking'],12.31km,05:30h,"1,606hm","672 - 2,003m",rating-2,rating-6,132692
['Schneeschuhlaufen Rosswald - Fleschboden'],['easy'],['Snowshoe'],3.73km,01:30h,304hm,"1,821 - 2,125m",rating-2,rating-2,513541
['Champéry - Seen von Antème'],[],['Hiking'],14.3km,07:00h,"1,034hm","1,026 - 2,075m",rating-3,rating-3,7335
['Weinweg: Saillon bis Sion (Etappe 2)'],['medium'],['Hiking'],21.73km,06:45h,716hm,483 - 694m,rating-2,rating-3,205051
['Stalenkapelle Trail'],['easy'],['Snowshoe'],5.08km,01:55h,200hm,"1,305 - 1,492m",rating-2,rating-2,164043
['Bike-Tour Blauherd-Sunnegga (Nr. 5)'],['medium'],['Mountainbike'],4.64km,00:30h,88hm,"2,282 - 2,571m",rating-3,rating-2,312309
['Walk to Zmutt & Furi'],['easy'],['Hiking'],4.93km,02:00h,325hm,"1,612 - 1,933m",rating-1,rating-2,210503
['Talweg Ganter'],['medium'],['Hiking'],10.58km,03:30h,456hm,"1,065 - 1,405m",rating-2,rating-3,132604
['Veros Panorama Trail'],['easy'],['Hiking'],4.95km,02:00h,306hm,"2,095 - 2,351m",rating-1,rating-2,201191
['Suonenweg Saas-Almagell - Saas-Grund'],['easy'],['Thematic route'],6.09km,01:30h,187hm,"1,556 - 1,767m",rating-2,rating-2,130942
['Lötschentaler Sagenweg'],['easy'],['Hiking'],18.2km,02:30h,703hm,"1,771 - 2,109m",rating-2,rating-2,8474
['SFT:  Gspon - Simplonpass'],['medium'],['Hiking'],23.46km,07:00h,928hm,"1,889 - 2,483m",rating-,rating-3,862973
['Hockenhorn Hike (from Lauchernalp)'],['difficult'],['High tour'],8.72km,06:00h,"1,305hm","1,975 - 3,215m",rating-,rating-5,14860
['Maultierweg / Alter Saumweg Saas-Fee'],['easy'],['Thematic route'],1.52km,00:45h,260hm,"1,560 - 1,820m",rating-1,rating-1,130874
['Rundwanderung von der Fiescheralp durch den Tälligrattunel zur Märjela und zum Gletscherrand'],['medium'],['Hiking'],10.52km,03:05h,312hm,"2,177 - 2,357m",rating-4,rating-3,707118
['Furi - Stafel'],['medium'],['Winter hiking'],4.87km,01:40h,339hm,"1,861 - 2,200m",rating-3,rating-4,50673
['De Chalais aux chalets ... en passant par LE RICARD'],['easy'],['Thematic route'],3.12km,00:50h,42hm,622 - 664m,rating-2,rating-2,576967
['03. Champoussin Ecotrace'],[],['Snowshoe'],1.72km,01:00h,102hm,"1,465 - 1,553m",rating-,rating-0,946945
['Tour Blinnenhorn'],['medium'],['long-distance walking trail'],107km,-,"6,923hm","1,189 - 3,350m",rating-4,rating-6,317880
['Via Valais Cabane des Becs de Bosson - Cabane de Moiry (Etappe 4)'],['medium'],['Trailrunning'],16.54km,03:15h,759hm,"2,251 - 2,985m",rating-3,rating-4,823068
['Wege der Gletscherausblicke Schwarzberggletscher'],['medium'],['Hiking'],3.32km,02:00h,490hm,"2,198 - 2,693m",rating-3,rating-2,130861
['Champéry - Rumières - Sur Cou'],[],['Hiking'],7.64km,02:40h,463hm,"1,026 - 1,487m",rating-,rating-0,946939
['Suone Visperi: Gamsen-Eyholz-Visp'],['easy'],['Hiking'],7.53km,02:30h,315hm,649 - 975m,rating-,rating-2,595636
['Wanderung von der Fiescheralp via Burghütte und Aspi-Titter Hängebrücke nach Bellwald'],['medium'],['Hiking'],14.11km,04:50h,457hm,"1,552 - 2,374m",rating-4,rating-4,405299
['Grand-Paradis - Barme'],[],['Hiking'],6.29km,02:35h,569hm,"1,056 - 1,625m",rating-,rating-0,946936
['Mattmark-Stausee-Rundgang'],['easy'],['Hiking'],8km,02:30h,110hm,"2,198 - 2,253m",rating-1,rating-2,130940
['Wanderung von der Belalp über die Hängebrücke zur Riederalp'],['medium'],['Hiking'],11.43km,05:00h,604hm,"1,560 - 2,133m",rating-4,rating-4,120651
['La Lé'],['medium'],['Hiking'],12.77km,04:00h,30hm,"1,323 - 2,326m",rating-,rating-4,343559
['Europahutte to St Niklaus'],['difficult'],['Hiking'],16.02km,07:00h,556hm,"1,093 - 2,704m",rating-2,rating-5,212804
['Hohsaas Bike-Trail'],['difficult'],['Mountainbike'],5.65km,00:30h,-,"2,400 - 3,142m",rating-4,rating-3,383160
['Wasserlehrpfad'],['medium'],['Hiking'],7.18km,02:17h,73hm,"1,367 - 2,121m",rating-3,rating-3,559768
['Wallis Velo Tour: St-Luc Anniviers - Veysonnaz (Etappe 6)'],['medium'],['Cycling'],77.22km,05:00h,"1,901hm","893 - 1,642m",rating-3,rating-4,82707
['Hörnliweg'],['difficult'],['Hiking'],4.29km,02:15h,693hm,"2,570 - 3,260m",rating-5,rating-5,50937
['Weg der 4000er'],['easy'],['Thematic route'],1.21km,01:30h,94hm,"3,116 - 3,196m",rating-2,rating-2,130882
['Col du Sanetsch'],['difficult'],['Hiking'],9.76km,03:30h,535hm,"2,109 - 2,555m",rating-5,rating-4,185995
['The Three Lakes Walk'],['medium'],['Hiking'],12.67km,04:30h,600hm,"2,141 - 2,635m",rating-,rating-3,117015
['Rinderhutte to Restipass'],['medium'],['Hiking'],13.18km,06:00h,540hm,"2,290 - 2,633m",rating-2,rating-4,277645
['Heidnisch Tossu'],['medium'],['Hiking'],7.63km,02:50h,381hm,"1,619 - 2,512m",rating-4,rating-3,554974
['Trail Verbier St-Bernard'],['difficult'],['Trailrunning'],107.91km,24:59h,"8,375hm","711 - 2,830m",rating-4,rating-6,519108
['Cabane du Mont Fort to Cabane du Prafleuri'],[],['Hiking'],15.79km,06:17h,932hm,"2,356 - 2,987m",rating-,rating-0,389059
['Lens - Statue du Christ-Roi'],['easy'],['Hiking'],2.03km,00:41h,140hm,"1,130 - 1,269m",rating-1,rating-2,183357
['Elwertätsch'],['easy'],['Ski tour'],12.01km,03:00h,520hm,"1,400 - 3,180m",rating-2,rating-2,16044
['Chapels along the Lötschental Panoramic Trail'],['easy'],['Pilgrimage'],16.55km,04:08h,841hm,"1,770 - 2,125m",rating-1,rating-2,14409
['Der Safranlehrpfad in Mund'],['easy'],['Thematic route'],3.52km,01:18h,186hm,"1,003 - 1,186m",rating-2,rating-2,200490
['Champéry - La Cour'],['easy'],['Winter hiking'],6.04km,01:45h,200hm,"870 - 1,056m",rating-2,rating-2,1022708
['Secret Roads'],[],['Cycling'],30.18km,02:10h,976hm,"563 - 1,503m",rating-,rating-0,175729
['Mark Twain Weg'],['medium'],['Hiking'],3.38km,00:50h,-,"2,208 - 2,582m",rating-3,rating-3,50380
['Dom Ascent'],['difficult'],['High tour'],11.08km,09:30h,"1,574hm","2,938 - 4,545m",rating-,rating-6,61913
['Alpe Äpnet Waldrand Weg'],['medium'],['Winter hiking'],4.15km,01:13h,148hm,"1,614 - 1,762m",rating-2,rating-3,494826
['4 Seen Tour Lötschental'],['medium'],['Hiking'],11.56km,04:30h,433hm,"1,526 - 2,015m",rating-,rating-3,358837
['Bella-Tola'],['medium'],['High tour'],6.5km,03:00h,"1,194hm","1,737 - 2,965m",rating-3,rating-3,2917
"[""Tour de l'éboulement des Diablerets""]",['easy'],['Hiking'],6.61km,02:15h,340hm,"1,338 - 1,518m",rating-2,rating-2,178569
['Termen - zGartu - Mörel'],['medium'],['Hiking'],9.66km,03:30h,594hm,"741 - 1,398m",rating-2,rating-3,132694
['Champex Bike'],['easy'],['Mountainbike'],10.27km,01:00h,297hm,"1,341 - 1,586m",rating-2,rating-2,80803
['Bisse du Tsittoret'],['medium'],['Hiking'],10.01km,03:30h,381hm,"1,502 - 1,883m",rating-2,rating-4,64249
"['Rote Piste ""MYET"" / Rando-Parc Morgins']",['medium'],['Ski tour'],6.12km,02:30h,711hm,"1,313 - 2,026m",rating-4,rating-4,996867
['Par les Alpages du Dedans'],['difficult'],['Hiking'],11.18km,04:07h,908hm,"1,777 - 2,539m",rating-5,rating-5,239024
['Lötschental Legend Trail'],['medium'],['Thematic route'],8.96km,02:45h,360hm,"1,770 - 2,100m",rating-2,rating-3,14684
['Themenweg Kastanienselve Salzgäb in Mörel-Filet'],['easy'],['Thematic route'],1.76km,01:15h,103hm,778 - 881m,rating-1,rating-2,120668
['Wolfstritt'],[],['Hiking'],6.9km,04:30h,4hm,"1,411 - 2,307m",rating-3,rating-3,5113
['Weinweg: Venthône – Leuk (Etappe 4)'],['medium'],['Hiking'],12.8km,04:00h,306hm,622 - 832m,rating-2,rating-3,189787
['Hockenhorn - Lötschenpass - Gasterental'],['medium'],['Ski tour'],16.15km,04:30h,700hm,"1,195 - 3,205m",rating-4,rating-4,18150
['Chemin des villages d’Evolène'],['easy'],['Hiking'],11.09km,03:45h,545hm,"1,342 - 1,730m",rating-2,rating-2,190936
['Bisse du Sillonin (Sillonin-Suone)'],['medium'],['Hiking'],7.07km,02:04h,53hm,"736 - 1,036m",rating-4,rating-1,183141
['Winterwanderung von der Moosfluh via Bergrestaurant Chüestall zur Riederalp'],['easy'],['Winter hiking'],5.99km,02:00h,73hm,"1,880 - 2,333m",rating-2,rating-2,120654
['Bisse de Ricard - Chalais'],['medium'],['Hiking'],5.87km,01:45h,161hm,513 - 673m,rating-2,rating-3,343638
['Gondo: Schmugglerpfad nach Bugliaga'],['medium'],['Hiking'],6.88km,03:00h,702hm,"955 - 1,605m",rating-,rating-4,183267
['Rund um den Stausee Mauvoisin'],['difficult'],['Hiking'],22.21km,08:00h,924hm,"1,841 - 2,629m",rating-5,rating-5,167067
['Val d’Illiez - Täler & Musts'],['medium'],['Cycling'],15.6km,01:50h,660hm,"426 - 1,047m",rating-3,rating-3,112362
['Rhein-Reuss-Rhôneweg: Gletsch - Münster'],['easy'],['Pilgrimage'],15.31km,04:14h,134hm,"1,339 - 1,775m",rating-,rating-2,209107
['Bellwald: Mutti-Rundweg'],['medium'],['Snowshoe'],2.94km,01:30h,280hm,"1,534 - 1,802m",rating-3,rating-3,185337
['Aminona-Aprili Trail'],['medium'],['Snowshoe'],5.64km,02:30h,380hm,"1,514 - 1,883m",rating-2,rating-3,161199
['21. Morgins - Chanso'],['medium'],['Snowshoe'],12.09km,05:00h,792hm,"1,311 - 1,869m",rating-2,rating-4,996860
